Fecha;Último;Apertura;Máximo;Mínimo;Vol.;% var.
19.12.2019;1646,72;1635,73;1646,91;1628,48;;0,67%
18.12.2019;1635,73;1625,01;1635,73;1619,35;;0,66%
17.12.2019;1625,01;1632;1632;1612,92;;-0,43%
16.12.2019;1632;1630,8;1634,61;1623,61;;0,07%
13.12.2019;1630,8;1618,56;1632,27;1618,56;;0,76%
12.12.2019;1618,56;1605,32;1620,6;1604,61;;0,82%
11.12.2019;1605,32;1602,94;1605,32;1600,64;;0,15%
10.12.2019;1602,94;1605,35;1611,91;1600,95;;-0,15%
09.12.2019;1605,35;1611,67;1618,38;1601,9;;-0,39%
06.12.2019;1611,67;1614,74;1619,74;1610,42;;-0,19%
05.12.2019;1614,74;1612,12;1615,36;1608;;0,16%
04.12.2019;1612,12;1589,9;1612,2;1589,9;;1,40%
03.12.2019;1589,9;1598,33;1598,33;1583,11;;-0,53%
02.12.2019;1598,33;1611,92;1611,92;1590,62;;-0,84%
29.11.2019;1611,92;1603,54;1611,94;1595,38;;0,52%
28.11.2019;1603,54;1587,33;1603,54;1586,61;;1,02%
27.11.2019;1587,33;1596,66;1597,92;1572,86;;-0,62%
26.11.2019;1597,16;1600,81;1600,81;1577,06;;-0,23%
25.11.2019;1600,81;1613,84;1613,84;1597,24;;-0,81%
22.11.2019;1613,84;1599,69;1613,99;1597,24;;0,88%
21.11.2019;1599,69;1600,49;1601,92;1588,21;;-0,05%
20.11.2019;1600,49;1607,58;1610,46;1599;;-0,44%
19.11.2019;1607,58;1622,74;1622,74;1601,37;;-0,93%
18.11.2019;1622,74;1627,25;1627,25;1611,27;;-0,28%
15.11.2019;1627,25;1613,9;1627,25;1613,9;;0,83%
14.11.2019;1613,9;1624,26;1630,39;1613,53;;-0,64%
13.11.2019;1624,26;1632,02;1632,02;1614,15;;-0,48%
12.11.2019;1632,02;1636,23;1644,24;1629,79;;-0,26%
08.11.2019;1636,23;1655,73;1655,73;1633,43;;-1,18%
07.11.2019;1655,73;1657,15;1663,83;1648,82;;-0,09%
06.11.2019;1657,15;1665,69;1666,8;1650,25;;-0,51%
05.11.2019;1665,69;1645,88;1665,69;1645,81;;1,20%
01.11.2019;1645,88;1633,15;1645,88;1629,27;;0,78%
31.10.2019;1633,15;1633,92;1633,92;1620,64;;-0,05%
30.10.2019;1633,92;1633,28;1634,83;1625,75;;0,04%
29.10.2019;1633,28;1622;1635,78;1611,63;;0,70%
28.10.2019;1622;1628,55;1637,09;1621,96;;-0,40%
25.10.2019;1628,55;1616,05;1628,85;1612,11;;0,77%
24.10.2019;1616,05;1613,32;1616,05;1606,15;;0,17%
23.10.2019;1613,32;1613,42;1613,93;1602,64;;-0,01%
22.10.2019;1613,42;1597,56;1613,42;1587,36;;0,99%
21.10.2019;1597,56;1578,61;1597,56;1574,5;;1,20%
18.10.2019;1578,61;1578,63;1582,86;1572,35;;0,00%
17.10.2019;1578,63;1579,51;1581,67;1576,54;;-0,06%
16.10.2019;1579,51;1578,89;1585,3;1578,76;;0,04%
15.10.2019;1578,89;1590,86;1595,18;1578,74;;-0,75%
11.10.2019;1590,86;1583,44;1598,02;1582,69;;0,47%
10.10.2019;1583,44;1589,31;1594,51;1582,56;;-0,37%
09.10.2019;1589,31;1589,89;1593,8;1580,77;;-0,04%
08.10.2019;1589,89;1596,94;1596,94;1583,59;;-0,44%
07.10.2019;1596,94;1593,05;1597,4;1590,2;;0,24%
04.10.2019;1593,05;1588,62;1593,05;1582,41;;0,28%
03.10.2019;1588,62;1574,83;1588,62;1568,52;;0,88%
02.10.2019;1574,83;1582,42;1582,42;1570,03;;-0,48%
01.10.2019;1582,42;1577,96;1586,24;1573,64;;0,28%
30.09.2019;1577,96;1584,99;1587,47;1577,17;;-0,44%
27.09.2019;1584,99;1601,43;1607,53;1583,88;;-1,03%
26.09.2019;1601,43;1596,35;1602,47;1587,71;;0,32%
25.09.2019;1596,35;1591,09;1596,65;1574;;0,33%
24.09.2019;1591,09;1597,15;1601,26;1589,98;;-0,38%
23.09.2019;1597,15;1594,22;1598,75;1590,4;;0,18%
20.09.2019;1594,22;1594,1;1595,65;1586,47;;0,01%
19.09.2019;1594,1;1597,36;1597,36;1589,05;;-0,20%
18.09.2019;1597,36;1597,94;1598,78;1585,65;;-0,04%
17.09.2019;1597,94;1600,63;1602,21;1593,14;;-0,17%
16.09.2019;1600,63;1580,6;1600,63;1574,44;;1,27%
13.09.2019;1580,6;1587,66;1589,24;1575,17;;-0,44%
12.09.2019;1587,66;1585,72;1592,67;1574,69;;0,12%
11.09.2019;1585,72;1572,81;1585,72;1569,76;;0,82%
10.09.2019;1572,81;1576,75;1580,34;1570,31;;-0,25%
09.09.2019;1576,75;1567,53;1577,05;1567,01;;0,59%
06.09.2019;1567,53;1567,35;1570,17;1563,93;;0,01%
05.09.2019;1567,35;1565,89;1571,97;1563,39;;0,09%
04.09.2019;1565,89;1561,49;1566,96;1557,41;;0,28%
03.09.2019;1561,49;1560,81;1563,45;1544,82;;0,04%
02.09.2019;1560,81;1559,52;1560,81;1555,86;;0,08%
30.08.2019;1559,52;1542,36;1559,52;1542,36;;1,11%
29.08.2019;1542,36;1536,69;1548,39;1536,69;;0,37%
28.08.2019;1536,69;1531,51;1545,97;1531,51;;0,34%
27.08.2019;1531,51;1519,08;1531,51;1517,17;;0,82%
26.08.2019;1519,08;1505,29;1527,83;1505,29;;0,92%
23.08.2019;1505,29;1526,96;1529,32;1504,7;;-1,42%
22.08.2019;1526,96;1541,56;1541,94;1524,63;;-0,95%
21.08.2019;1541,56;1548,46;1559,84;1540,91;;-0,45%
20.08.2019;1548,46;1542,81;1553,18;1542,81;;0,37%
16.08.2019;1542,81;1524,19;1545,42;1524,19;;1,22%
15.08.2019;1524,19;1515,8;1525,38;1502,28;;0,55%
14.08.2019;1515,8;1554,59;1555,35;1515,43;;-2,50%
13.08.2019;1554,59;1531,2;1560,26;1530,6;;1,53%
12.08.2019;1531,2;1537,8;1538,21;1528,05;;-0,43%
09.08.2019;1537,8;1545,44;1548,77;1537,2;;-0,49%
08.08.2019;1545,44;1512,83;1547,34;1512,83;;2,16%
06.08.2019;1512,83;1503;1530,51;1503;;0,65%
05.08.2019;1503;1543,38;1543,38;1502,95;;-2,62%
02.08.2019;1543,38;1537,58;1551,64;1532,11;;0,38%
01.08.2019;1537,58;1562,13;1566,06;1535,72;;-1,57%
31.07.2019;1562,13;1568,06;1577,21;1562,13;;-0,38%
30.07.2019;1568,06;1585,26;1586,38;1568,06;;-1,08%
29.07.2019;1585,26;1580,56;1585,99;1575,91;;0,30%
26.07.2019;1580,56;1595,47;1595,66;1579,69;;-0,93%
25.07.2019;1595,47;1592,71;1596,73;1590,65;;0,17%
24.07.2019;1592,71;1602,15;1602,15;1591,22;;-0,59%
23.07.2019;1602,15;1594,44;1602,66;1590,79;;0,48%
22.07.2019;1594,44;1600,39;1603,5;1594,02;;-0,37%
19.07.2019;1600,39;1586,96;1600,39;1583,39;;0,85%
18.07.2019;1586,96;1607,23;1608,71;1582,47;;-1,26%
17.07.2019;1607,23;1619,62;1622,37;1607,23;;-0,76%
16.07.2019;1619,62;1605,01;1619,99;1605,01;;0,91%
15.07.2019;1605,01;1605,15;1605,89;1598,36;;-0,01%
12.07.2019;1605,15;1600,5;1606,03;1593,63;;0,29%
11.07.2019;1600,5;1600,91;1604,79;1594,74;;-0,03%
10.07.2019;1600,91;1588,9;1603,58;1588,9;;0,76%
09.07.2019;1588,9;1581,08;1588,9;1576,1;;0,49%
08.07.2019;1581,08;1579,19;1586,28;1576,08;;0,12%
05.07.2019;1579,19;1565,96;1583,81;1561,83;;0,84%
04.07.2019;1565,96;1563,72;1565,96;1559,53;;0,14%
03.07.2019;1563,72;1543,76;1563,82;1541,53;;1,29%
02.07.2019;1543,76;1548,98;1551,6;1538,76;;-0,34%
28.06.2019;1548,98;1547,69;1551,53;1545,17;;0,08%
27.06.2019;1547,69;1549,72;1562,46;1547,69;;-0,13%
26.06.2019;1549,72;1557,86;1562,2;1548,28;;-0,52%
25.06.2019;1557,86;1560,19;1567,36;1557,15;;-0,15%
21.06.2019;1560,19;1554,67;1560,19;1540,67;;0,36%
20.06.2019;1554,67;1546,24;1562,98;1546,24;;0,55%
19.06.2019;1546,24;1537,81;1551;1537,81;;0,55%
18.06.2019;1537,81;1518,29;1539,95;1518,29;;1,29%
17.06.2019;1518,29;1526,36;1528,94;1518;;-0,53%
14.06.2019;1526,36;1521,69;1527,05;1517,06;;0,31%
13.06.2019;1521,69;1513,16;1524,52;1513,16;;0,56%
12.06.2019;1513,16;1519,97;1519,97;1505,96;;-0,45%
11.06.2019;1519,97;1499,16;1519,97;1499,16;;1,39%
10.06.2019;1499,16;1509,82;1518,54;1499,16;;-0,71%
07.06.2019;1509,82;1489,99;1510,69;1489,99;;1,33%
06.06.2019;1489,99;1483,42;1490,71;1482,28;;0,44%
05.06.2019;1483,42;1497,35;1497,35;1483,11;;-0,93%
04.06.2019;1497,35;1487;1498,84;1484,28;;0,70%
31.05.2019;1487;1487,06;1487,69;1476,62;;0,00%
30.05.2019;1487,06;1481,72;1488,78;1481,43;;0,36%
29.05.2019;1481,72;1463,38;1487,3;1457,26;;1,25%
28.05.2019;1463,38;1480,01;1480,01;1461,1;;-1,12%
27.05.2019;1480,01;1489,41;1489,81;1472,73;;-0,63%
24.05.2019;1489,41;1472,15;1490,57;1472,15;;1,17%
23.05.2019;1472,15;1489,43;1489,43;1469;;-1,16%
22.05.2019;1489,43;1493,41;1496,55;1485,77;;-0,27%
21.05.2019;1493,41;1482,74;1493,41;1478,67;;0,72%
20.05.2019;1482,74;1500,05;1501,54;1482,74;;-1,15%
17.05.2019;1500,05;1503,06;1503,97;1496,22;;-0,20%
16.05.2019;1503,06;1501,55;1513,9;1498,89;;0,10%
15.05.2019;1501,55;1509,11;1519,5;1501,55;;-0,50%
14.05.2019;1509,11;1515,81;1523;1509,07;;-0,44%
13.05.2019;1515,81;1550,38;1550,73;1515,81;;-2,23%
10.05.2019;1550,38;1542,57;1553,57;1538,02;;0,51%
09.05.2019;1542,57;1539,31;1548,62;1535,09;;0,21%
08.05.2019;1539,31;1535,26;1551,43;1535,26;;0,26%
07.05.2019;1535,26;1549,16;1553,72;1532,59;;-0,90%
06.05.2019;1549,16;1555,38;1555,38;1544,55;;-0,40%
03.05.2019;1555,38;1562,02;1566,52;1555,32;;-0,43%
02.05.2019;1562,02;1573,64;1573,64;1561,73;;-0,74%
30.04.2019;1573,64;1590,38;1592,85;1573,64;;-1,05%
29.04.2019;1590,38;1597,75;1597,75;1588,93;;-0,46%
26.04.2019;1597,75;1599,81;1599,81;1590,03;;-0,13%
25.04.2019;1599,81;1600,17;1600,97;1594,01;;-0,02%
24.04.2019;1600,17;1595,02;1600,17;1583,4;;0,32%
23.04.2019;1595,02;1591,18;1596,8;1580,2;;0,24%
22.04.2019;1591,18;1574,31;1591,18;1562,88;;1,07%
17.04.2019;1574,31;1581,43;1581,43;1564,62;;-0,45%
16.04.2019;1581,43;1572,75;1581,43;1564,61;;0,55%
15.04.2019;1572,75;1604,97;1606,52;1572,75;;-2,01%
12.04.2019;1604,97;1611,6;1613,86;1601,41;;-0,41%
11.04.2019;1611,6;1625,21;1625,21;1610,44;;-0,84%
10.04.2019;1625,21;1621,4;1626,58;1617,36;;0,23%
09.04.2019;1621,4;1616,35;1621,4;1607,85;;0,31%
08.04.2019;1616,35;1599,83;1616,35;1599,03;;1,03%
05.04.2019;1599,83;1590,15;1609,28;1590,15;;0,61%
04.04.2019;1590,15;1590,64;1592,63;1584,4;;-0,03%
03.04.2019;1590,64;1579,51;1591,92;1579,51;;0,70%
02.04.2019;1579,51;1581,9;1585,09;1574,12;;-0,15%
01.04.2019;1581,9;1587,74;1595,03;1581,25;;-0,37%
29.03.2019;1587,74;1569,91;1590,59;1569,91;;1,14%
28.03.2019;1569,91;1572,68;1577,09;1563,03;;-0,18%
27.03.2019;1572,68;1607,03;1610,71;1571,99;;-2,14%
26.03.2019;1607,03;1597,19;1615,28;1597,19;;0,62%
22.03.2019;1597,19;1631,3;1632,11;1586,69;;-2,09%
21.03.2019;1631,3;1628,22;1634,17;1620,73;;0,19%
20.03.2019;1628,22;1613,71;1628,22;1601,25;;0,90%
19.03.2019;1613,71;1606,37;1625,73;1599,44;;0,46%
18.03.2019;1606,37;1579,72;1606,37;1575,19;;1,69%
15.03.2019;1579,72;1575,11;1585,46;1570,16;;0,29%
14.03.2019;1575,11;1560,4;1577,26;1559,14;;0,94%
13.03.2019;1560,4;1533,35;1560,55;1533,35;;1,76%
12.03.2019;1533,35;1525,79;1536,32;1525,79;;0,50%
11.03.2019;1525,79;1503,01;1528,68;1503,01;;1,52%
08.03.2019;1503,01;1517,84;1517,84;1499,26;;-0,98%
07.03.2019;1517,84;1532,06;1533,17;1517,7;;-0,93%
06.03.2019;1532,06;1518,21;1532,06;1518,21;;0,91%
05.03.2019;1518,21;1517;1522,36;1515,02;;0,08%
04.03.2019;1517;1515,35;1519,14;1514,97;;0,11%
01.03.2019;1515,35;1508,27;1517,59;1504,48;;0,47%
28.02.2019;1508,27;1516,64;1520,99;1508,27;;-0,55%
27.02.2019;1516,64;1519,95;1527,94;1509,78;;-0,22%
26.02.2019;1519,95;1509,88;1523,29;1509,88;;0,67%
25.02.2019;1509,88;1491,74;1511,66;1490,22;;1,22%
22.02.2019;1491,74;1478,49;1493,7;1478,49;;0,90%
21.02.2019;1478,49;1478,64;1479,01;1469,92;;-0,01%
20.02.2019;1478,64;1477,76;1487,75;1476,23;;0,06%
19.02.2019;1477,76;1482,69;1482,69;1470,28;;-0,33%
18.02.2019;1482,69;1488,84;1491,13;1481,51;;-0,41%
15.02.2019;1488,84;1476,79;1488,84;1472,74;;0,82%
14.02.2019;1476,79;1472,57;1478,29;1468,13;;0,29%
13.02.2019;1472,57;1473,73;1478,28;1468,37;;-0,08%
12.02.2019;1473,73;1468,42;1480,96;1467,42;;0,36%
11.02.2019;1468,42;1468,77;1470,48;1464,91;;-0,02%
08.02.2019;1468,77;1472,11;1472,86;1464,52;;-0,23%
07.02.2019;1472,11;1488,9;1488,9;1468,92;;-1,13%
06.02.2019;1488,9;1493,39;1494,76;1479,01;;-0,30%
05.02.2019;1493,39;1474,94;1493,61;1472;;1,25%
04.02.2019;1474,94;1462,03;1474,94;1458,02;;0,88%
01.02.2019;1462,03;1447,01;1462,03;1446,6;;1,04%
31.01.2019;1447,01;1449,65;1456,5;1445,74;;-0,18%
30.01.2019;1449,65;1437,45;1449,68;1437,45;;0,85%
29.01.2019;1437,45;1430,18;1437,81;1430,18;;0,51%
28.01.2019;1430,18;1425,47;1430,18;1417,21;;0,33%
25.01.2019;1425,47;1416,76;1427,24;1413,8;;0,61%
24.01.2019;1416,76;1406,52;1420,33;1405,21;;0,73%
23.01.2019;1406,52;1403,94;1406,52;1397,41;;0,18%
22.01.2019;1403,94;1398,94;1403,94;1389,72;;0,36%
21.01.2019;1398,94;1392,95;1399,72;1387,32;;0,43%
18.01.2019;1392,95;1391,42;1393,83;1389,63;;0,11%
17.01.2019;1391,42;1391,34;1394,3;1387,48;;0,01%
16.01.2019;1391,34;1393,09;1393,5;1389,06;;-0,13%
15.01.2019;1393,09;1393,2;1397,33;1385;;-0,01%
14.01.2019;1393,2;1388,38;1393,31;1381,77;;0,35%
11.01.2019;1388,38;1384,07;1388,38;1377,6;;0,31%
10.01.2019;1384,07;1377,61;1384,71;1368,44;;0,47%
09.01.2019;1377,61;1368,24;1381,94;1363,97;;0,68%
08.01.2019;1368,24;1356,75;1368,24;1355,74;;0,85%
04.01.2019;1356,75;1348,53;1360,45;1341,96;;0,61%
03.01.2019;1348,53;1332,8;1350,88;1325,79;;1,18%
02.01.2019;1332,8;1325,93;1334,77;1318,28;;0,52%
28.12.2018;1325,93;1324,99;1327,02;1315,81;;0,07%
27.12.2018;1324,99;1329,15;1332;1312,6;;-0,31%
26.12.2018;1329,15;1301,6;1329,15;1294,59;;2,12%
24.12.2018;1301,6;1301,86;1306,95;1290,9;;-0,02%
21.12.2018;1301,86;1298,37;1311,55;1293,61;;0,27%
20.12.2018;1298,37;1332,35;1332,35;1297,15;;-2,55%
19.12.2018;1332,35;1336,14;1343,25;1330,36;;-0,28%
18.12.2018;1336,14;1335,64;1339,14;1328,71;;0,04%
17.12.2018;1335,64;1359,31;1359,31;1335,47;;-1,74%
14.12.2018;1359,31;1365,35;1365,35;1350,89;;-0,44%
13.12.2018;1365,35;1374,29;1374,52;1362,48;;-0,65%
12.12.2018;1374,29;1373,35;1382,23;1368,69;;0,07%
11.12.2018;1373,35;1377,03;1385,58;1368,91;;-0,27%
10.12.2018;1377,03;1382,45;1382,45;1371,17;;-0,39%
07.12.2018;1382,45;1390;1399,02;1380,43;;-0,54%
06.12.2018;1390;1408,41;1408,41;1374,47;;-1,31%
05.12.2018;1408,41;1399,71;1408,41;1390,13;;0,62%
04.12.2018;1399,71;1405,61;1406,46;1389,12;;-0,42%
03.12.2018;1405,61;1379,24;1410,01;1379,24;;1,91%
30.11.2018;1379,24;1386,8;1388,45;1372,53;;-0,55%
29.11.2018;1386,8;1385,13;1389,11;1380,54;;0,12%
28.11.2018;1385,13;1383,27;1385,2;1369,15;;0,13%
27.11.2018;1383,27;1393,78;1395,6;1380,19;;-0,75%
26.11.2018;1393,78;1370,91;1393,9;1370,91;;1,67%
23.11.2018;1370,91;1388,3;1388,3;1369,79;;-1,25%
22.11.2018;1388,3;1390,19;1390,19;1378,02;;-0,14%
21.11.2018;1390,19;1389,24;1397,72;1377,26;;0,07%
20.11.2018;1389,24;1423,09;1423,09;1389,16;;-2,38%
19.11.2018;1423,09;1436,9;1436,9;1417,64;;-0,96%
16.11.2018;1436,9;1426,96;1441,73;1423,62;;0,70%
15.11.2018;1426,96;1401,51;1427,2;1397,27;;1,82%
14.11.2018;1401,51;1387,37;1402,9;1387,37;;1,02%
13.11.2018;1387,37;1419,91;1419,91;1387,23;;-2,29%
09.11.2018;1419,91;1424,96;1429,69;1417,11;;-0,35%
08.11.2018;1424,96;1423,2;1428,67;1416,27;;0,12%
07.11.2018;1423,2;1401,69;1423,63;1399,11;;1,53%
06.11.2018;1401,69;1390,97;1401,69;1386,13;;0,77%
02.11.2018;1390,97;1383,02;1399,21;1378,87;;0,57%
01.11.2018;1383,02;1392,18;1395,47;1378,78;;-0,66%
31.10.2018;1392,18;1394,92;1410,61;1391,36;;-0,20%
30.10.2018;1394,92;1392,46;1396,15;1386,12;;0,18%
29.10.2018;1392,46;1397,17;1413,89;1392,46;;-0,34%
26.10.2018;1397,17;1395,49;1399,89;1383,91;;0,12%
25.10.2018;1395,49;1411,99;1416,32;1395,49;;-1,17%
24.10.2018;1411,99;1433,9;1444,91;1411,76;;-1,53%
23.10.2018;1433,9;1440,38;1440,38;1414,59;;-0,45%
22.10.2018;1440,38;1452,38;1454,46;1440,35;;-0,83%
19.10.2018;1452,38;1461,26;1467,45;1444,42;;-0,61%
18.10.2018;1461,26;1476,33;1476,85;1460,97;;-1,02%
17.10.2018;1476,33;1479,01;1482,37;1464,2;;-0,18%
16.10.2018;1479,01;1462,71;1479,01;1452,44;;1,11%
12.10.2018;1462,71;1459,97;1478,91;1459,42;;0,19%
11.10.2018;1459,97;1479,75;1479,75;1454,12;;-1,34%
10.10.2018;1479,75;1497,55;1499,75;1473,28;;-1,19%
09.10.2018;1497,55;1485,16;1497,55;1483,87;;0,83%
08.10.2018;1485,16;1494,99;1497,94;1485,16;;-0,66%
05.10.2018;1494,99;1517,36;1517,36;1494,9;;-1,47%
04.10.2018;1517,36;1524,86;1525,11;1510,76;;-0,49%
03.10.2018;1524,86;1511,94;1526,32;1507,13;;0,85%
02.10.2018;1511,94;1512,97;1515,46;1502,86;;-0,07%
01.10.2018;1512,97;1506,07;1522,68;1506,07;;0,46%
28.09.2018;1506,07;1498,14;1506,54;1491,56;;0,53%
27.09.2018;1498,14;1487,07;1498,25;1487,07;;0,74%
26.09.2018;1487,07;1488,6;1497,93;1482,29;;-0,10%
25.09.2018;1488,6;1492,33;1501,92;1488,6;;-0,25%
24.09.2018;1492,33;1482,99;1500,01;1482,99;;0,63%
21.09.2018;1482,99;1485,86;1493,4;1482,99;;-0,19%
20.09.2018;1485,86;1505,63;1508,67;1485,86;;-1,31%
19.09.2018;1505,63;1509,65;1511,39;1498,06;;-0,27%
18.09.2018;1509,65;1495,4;1509,79;1495,4;;0,95%
17.09.2018;1495,4;1498,21;1502,44;1492,96;;-0,19%
14.09.2018;1498,21;1501,31;1506,84;1493,15;;-0,21%
13.09.2018;1501,31;1510,38;1514,67;1497,23;;-0,60%
12.09.2018;1510,38;1480,57;1523,28;1479,47;;2,01%
11.09.2018;1480,57;1471,81;1480,59;1467,36;;0,60%
10.09.2018;1471,81;1475,9;1478,25;1470,41;;-0,28%
07.09.2018;1475,9;1485,16;1492,84;1474,12;;-0,62%
06.09.2018;1485,16;1508,94;1516,29;1485,16;;-1,58%
05.09.2018;1508,94;1530,34;1530,34;1508,29;;-1,40%
04.09.2018;1530,34;1536,16;1541,54;1530,34;;-0,38%
03.09.2018;1536,16;1542,77;1542,77;1535,22;;-0,43%
31.08.2018;1542,77;1540,61;1542,77;1532,44;;0,14%
30.08.2018;1540,61;1543,68;1545,95;1538,79;;-0,20%
29.08.2018;1543,68;1548,27;1551,09;1540,43;;-0,30%
28.08.2018;1548,27;1544,32;1549,01;1543,32;;0,26%
27.08.2018;1544,32;1538,7;1544,81;1534,56;;0,37%
24.08.2018;1538,7;1534,56;1540,94;1531,64;;0,27%
23.08.2018;1534,56;1536,09;1536,09;1529,25;;-0,10%
22.08.2018;1536,09;1533,2;1537,5;1530,72;;0,19%
21.08.2018;1533,2;1528,58;1533,79;1525,08;;0,30%
17.08.2018;1528,58;1525,29;1530,21;1522,94;;0,22%
16.08.2018;1525,29;1520,61;1533,79;1520,22;;0,31%
15.08.2018;1520,61;1523,72;1526,73;1511,41;;-0,20%
14.08.2018;1523,72;1520,03;1526,99;1519,89;;0,24%
13.08.2018;1520,03;1524,96;1525,43;1519,75;;-0,32%
10.08.2018;1524,96;1532,11;1532,11;1523,04;;-0,47%
09.08.2018;1532,11;1541,73;1541,73;1522,23;;-0,62%
08.08.2018;1541,73;1528,09;1541,73;1519,79;;0,89%
06.08.2018;1528,09;1531,96;1534,21;1525,72;;-0,25%
03.08.2018;1531,96;1529,17;1541,31;1528,57;;0,18%
02.08.2018;1529,17;1540,41;1540,41;1527,77;;-0,73%
01.08.2018;1540,41;1526,6;1540,41;1519,58;;0,90%
31.07.2018;1526,6;1548,13;1548,51;1526,6;;-1,39%
30.07.2018;1548,13;1536,13;1549,42;1536,13;;0,78%
27.07.2018;1536,13;1537,36;1542;1533,67;;-0,08%
26.07.2018;1537,36;1527,4;1537,36;1524,61;;0,65%
25.07.2018;1527,4;1545,03;1548,21;1527,4;;-1,14%
24.07.2018;1545,03;1549,19;1551,38;1544,75;;-0,27%
23.07.2018;1549,19;1547,34;1550,74;1543,63;;0,12%
19.07.2018;1547,34;1552,15;1552,98;1545,18;;-0,31%
18.07.2018;1552,15;1549,97;1552,15;1547,78;;0,14%
17.07.2018;1549,97;1551,33;1555,28;1548,73;;-0,09%
16.07.2018;1551,33;1546,75;1551,33;1538,65;;0,30%
13.07.2018;1546,75;1545,52;1550,79;1541,96;;0,08%
12.07.2018;1545,52;1554,15;1557,1;1545,52;;-0,56%
11.07.2018;1554,15;1561,16;1561,16;1551,27;;-0,45%
10.07.2018;1561,16;1555,39;1561,26;1555,25;;0,37%
09.07.2018;1555,39;1560,08;1564,67;1553,23;;-0,14%
06.07.2018;1557,59;1564,78;1566,95;1557,59;;-0,60%
05.07.2018;1566,95;1570,9;1575,71;1566,92;;-0,25%
04.07.2018;1570,9;1561,27;1570,9;1561,09;;0,62%
03.07.2018;1561,27;1577,01;1581,73;1559,86;;-1,00%
29.06.2018;1577,01;1555,61;1577,01;1555,59;;1,38%
28.06.2018;1555,61;1550,35;1564,3;1548,74;;0,34%
27.06.2018;1550,35;1543,8;1557,46;1542,17;;0,42%
26.06.2018;1543,8;1522,66;1543,8;1512,42;;1,39%
25.06.2018;1522,66;1522,79;1529,42;1518,59;;-0,01%
22.06.2018;1522,79;1534,39;1538,55;1522,79;;-0,76%
21.06.2018;1534,39;1532,26;1539,62;1528,54;;0,14%
20.06.2018;1532,26;1537,5;1544,84;1532,26;;-0,34%
19.06.2018;1537,5;1555,54;1555,54;1535,7;;-1,16%
18.06.2018;1555,54;1541,23;1559,14;1538,46;;0,93%
15.06.2018;1541,23;1550,94;1551,11;1538,76;;-0,63%
14.06.2018;1550,94;1553,18;1556,22;1546,65;;-0,14%
13.06.2018;1553,18;1550,56;1557,1;1546,75;;0,17%
12.06.2018;1550,56;1547,96;1556,04;1544,06;;0,17%
08.06.2018;1547,96;1549,53;1549,91;1543,65;;-0,10%
07.06.2018;1549,53;1554,59;1555,64;1549,15;;-0,33%
06.06.2018;1554,59;1559,67;1565,72;1551,75;;-0,33%
05.06.2018;1559,67;1564,47;1567,34;1559,4;;-0,31%
01.06.2018;1564,47;1546,71;1564,5;1543,76;;1,15%
31.05.2018;1546,71;1546,03;1551,87;1542,77;;0,04%
30.05.2018;1546,03;1539,19;1549,89;1535,87;;0,44%
29.05.2018;1539,19;1524,44;1541,74;1523,65;;0,97%
28.05.2018;1524,44;1526,36;1526,36;1519,12;;-0,13%
25.05.2018;1526,36;1528,32;1530,34;1516,43;;-0,13%
24.05.2018;1528,32;1523,17;1528,32;1516,34;;0,34%
23.05.2018;1523,17;1524,84;1527,36;1517,85;;-0,11%
22.05.2018;1524,84;1516,71;1529,48;1515,71;;0,54%
21.05.2018;1516,71;1520,52;1526,13;1516,47;;-0,25%
18.05.2018;1520,52;1525,54;1531,64;1519,7;;-0,33%
17.05.2018;1525,54;1547,37;1551,08;1525,54;;-1,41%
16.05.2018;1547,37;1571,47;1571,47;1545,3;;-1,53%
15.05.2018;1571,47;1550,08;1572,51;1550,08;;1,38%
11.05.2018;1550,08;1552,64;1557,53;1549,3;;-0,16%
10.05.2018;1552,64;1558,46;1560,8;1547,39;;-0,37%
09.05.2018;1558,46;1546,45;1562,23;1546,45;;0,78%
08.05.2018;1546,45;1544,26;1550,84;1536,57;;0,14%
07.05.2018;1544,26;1547,04;1552,52;1540,68;;-0,18%
04.05.2018;1547,04;1553,03;1565,87;1546,39;;-0,39%
03.05.2018;1553,03;1565,67;1569;1552,21;;-0,81%
02.05.2018;1565,67;1565,56;1570,04;1561,65;;0,01%
30.04.2018;1565,56;1566,45;1571,44;1563,73;;-0,06%
27.04.2018;1566,45;1553,34;1567,59;1548,46;;0,84%
26.04.2018;1553,34;1558,05;1561,56;1549,45;;-0,30%
25.04.2018;1558,05;1562,55;1562,56;1548,51;;-0,29%
24.04.2018;1562,55;1576,65;1580,29;1559,25;;-0,89%
23.04.2018;1576,65;1561,45;1576,89;1557,47;;0,97%
20.04.2018;1561,45;1572,45;1572,45;1555,83;;-0,70%
19.04.2018;1572,45;1562,16;1573,04;1562,16;;0,66%
18.04.2018;1562,16;1552,16;1563,24;1551,61;;0,64%
17.04.2018;1552,16;1530;1552,16;1529,63;;1,45%
16.04.2018;1530;1538,44;1540,31;1528,61;;-0,55%
13.04.2018;1538,44;1555,87;1555,87;1537,33;;-1,12%
12.04.2018;1555,87;1560,08;1567,36;1545,02;;-0,27%
11.04.2018;1560,08;1548,01;1566,94;1546,15;;0,78%
10.04.2018;1548,01;1531,72;1548,01;1531,18;;1,06%
09.04.2018;1531,72;1520,76;1534,31;1519,8;;0,72%
06.04.2018;1520,76;1514,84;1520,76;1505,76;;0,39%
