Fecha;Último;Apertura;Máximo;Mínimo;Vol.;% var.
05.04.2018;1514,84;1497,59;1515,35;1493,55;;1,15%
04.04.2018;1497,59;1492,84;1500,76;1483,81;;0,32%
03.04.2018;1492,84;1470,88;1493,77;1466,95;;1,49%
02.04.2018;1470,88;1455,52;1473,43;1455,52;;1,06%
28.03.2018;1455,52;1450;1455,52;1442,71;;0,38%
27.03.2018;1450;1469,04;1470,25;1447,98;;-1,30%
26.03.2018;1469,04;1459,06;1472,54;1457,7;;0,68%
23.03.2018;1459,06;1468,44;1473,96;1458,3;;-0,64%
22.03.2018;1468,44;1486,03;1486,03;1463,91;;-1,18%
21.03.2018;1486,03;1476,89;1490,7;1475,25;;0,62%
20.03.2018;1476,89;1475,75;1481,64;1474,35;;0,08%
16.03.2018;1475,75;1467,22;1475,75;1466,72;;0,58%
15.03.2018;1467,22;1463,78;1467,66;1461,26;;0,24%
14.03.2018;1463,78;1467,6;1468,58;1461,1;;-0,26%
13.03.2018;1467,6;1478,88;1481,39;1461,64;;-0,76%
12.03.2018;1478,88;1482,1;1484,29;1474,8;;-0,22%
09.03.2018;1482,1;1474,31;1485,67;1474,18;;0,53%
08.03.2018;1474,31;1473,76;1477,57;1470,05;;0,04%
07.03.2018;1473,76;1475,53;1477,94;1471,4;;-0,12%
06.03.2018;1475,53;1469,83;1483,27;1465,89;;0,39%
05.03.2018;1469,83;1456,38;1469,83;1455,06;;0,92%
02.03.2018;1456,38;1466,28;1467,86;1455,95;;-0,68%
01.03.2018;1466,28;1478,33;1479,64;1461,52;;-0,82%
28.02.2018;1478,33;1516,53;1521,46;1478,33;;-2,52%
27.02.2018;1516,53;1524,9;1526,53;1510,96;;-0,55%
26.02.2018;1524,9;1532,6;1536,4;1524,9;;-0,50%
23.02.2018;1532,6;1532,2;1538,02;1528,04;;0,03%
22.02.2018;1532,2;1525,24;1542,61;1525,24;;0,46%
21.02.2018;1525,24;1517,39;1525,24;1515,42;;0,52%
20.02.2018;1517,39;1515,7;1525,95;1513,05;;0,11%
19.02.2018;1515,7;1520,71;1521,98;1514,02;;-0,33%
16.02.2018;1520,71;1514,36;1525,66;1511,62;;0,42%
15.02.2018;1514,36;1518,78;1523,41;1512,48;;-0,29%
14.02.2018;1518,78;1504,98;1518,81;1498,65;;0,92%
13.02.2018;1504,98;1509,48;1510,42;1499,3;;-0,30%
12.02.2018;1509,48;1500,99;1520,61;1500,62;;0,57%
09.02.2018;1500,99;1504,77;1511,51;1493,53;;-0,25%
08.02.2018;1504,77;1526,87;1527,03;1504,77;;-1,45%
07.02.2018;1526,87;1526,83;1539,45;1523,12;;0,00%
06.02.2018;1526,83;1523,07;1535,58;1511,53;;0,25%
05.02.2018;1523,07;1567,74;1567,74;1522,5;;-2,85%
02.02.2018;1567,74;1580,97;1580,97;1564,32;;-0,84%
01.02.2018;1580,97;1558,18;1580,97;1551,28;;1,46%
31.01.2018;1558,18;1582,98;1586,44;1558,18;;-1,57%
30.01.2018;1582,98;1598,4;1598,4;1576,89;;-0,96%
29.01.2018;1598,4;1592,82;1598,4;1583,17;;0,35%
26.01.2018;1592,82;1588,97;1593,9;1584,98;;0,24%
25.01.2018;1588,97;1589,6;1595,31;1581,45;;-0,04%
24.01.2018;1589,6;1570,34;1589,92;1567,09;;1,23%
23.01.2018;1570,34;1557,86;1570,34;1555,53;;0,80%
22.01.2018;1557,86;1551,04;1561,99;1543,29;;0,44%
19.01.2018;1551,04;1548,07;1551,04;1542,54;;0,19%
18.01.2018;1548,07;1543,54;1548,1;1540,49;;0,29%
17.01.2018;1543,54;1539,1;1543,84;1533,17;;0,29%
16.01.2018;1539,1;1513,76;1539,1;1512,1;;1,67%
15.01.2018;1513,76;1521,41;1521,61;1511,04;;-0,50%
12.01.2018;1521,41;1523,33;1523,33;1513,1;;-0,13%
11.01.2018;1523,33;1537,7;1539,22;1514,89;;-0,93%
10.01.2018;1537,7;1547,31;1553,11;1535,97;;-0,62%
09.01.2018;1547,31;1545,57;1548,18;1535,21;;0,11%
05.01.2018;1545,57;1531,68;1545,57;1525,5;;0,91%
04.01.2018;1531,68;1515,84;1531,68;1507,65;;1,04%
03.01.2018;1515,84;1516,68;1518,3;1510,78;;-0,06%
02.01.2018;1516,68;1513,65;1517,2;1504,62;;0,20%
28.12.2017;1513,65;1505;1514,7;1501,43;;0,57%
27.12.2017;1505;1493,5;1505,9;1492,37;;0,77%
26.12.2017;1493,5;1493,93;1495,89;1487,46;;-0,03%
22.12.2017;1493,93;1488,32;1494,01;1486,15;;0,38%
21.12.2017;1488,32;1481,49;1488,33;1478,87;;0,46%
20.12.2017;1481,49;1475,94;1481,49;1470,61;;0,38%
19.12.2017;1475,94;1474,59;1481,32;1474,21;;0,09%
18.12.2017;1474,59;1465,02;1474,59;1462,46;;0,65%
15.12.2017;1465,02;1475,39;1475,39;1455,51;;-0,70%
14.12.2017;1475,39;1472,75;1475,64;1465,67;;0,18%
13.12.2017;1472,75;1470,1;1476,15;1468,17;;0,18%
12.12.2017;1470,1;1470,12;1470,12;1458;;0,00%
11.12.2017;1470,12;1449,35;1470,12;1449,35;;1,43%
07.12.2017;1449,35;1446,21;1453,73;1445,92;;0,22%
06.12.2017;1446,21;1447,47;1450,03;1441,36;;-0,09%
05.12.2017;1447,47;1446,11;1448,37;1439,89;;0,09%
04.12.2017;1446,11;1449,85;1449,85;1441,73;;-0,26%
01.12.2017;1449,85;1445,23;1450,78;1442,78;;0,32%
30.11.2017;1445,23;1449,52;1450,68;1442,74;;-0,30%
29.11.2017;1449,52;1446,91;1451,11;1445,25;;0,18%
28.11.2017;1446,91;1446,35;1447,39;1439,09;;0,04%
27.11.2017;1446,35;1449,66;1449,97;1441,96;;-0,23%
24.11.2017;1449,66;1450,92;1453,03;1446,77;;-0,09%
23.11.2017;1450,92;1451,49;1452,36;1446,58;;-0,04%
22.11.2017;1451,49;1448,48;1452,85;1448,05;;0,21%
21.11.2017;1448,48;1446,28;1454,04;1444,45;;0,15%
20.11.2017;1446,28;1443,55;1446,34;1434,01;;0,19%
17.11.2017;1443,55;1436,59;1444,08;1436,47;;0,48%
16.11.2017;1436,59;1430,64;1439,33;1429,74;;0,42%
15.11.2017;1430,64;1425,18;1436,41;1418,47;;0,38%
14.11.2017;1425,18;1434,36;1434,36;1423,16;;-0,64%
10.11.2017;1434,36;1440,38;1441,34;1433,31;;-0,42%
09.11.2017;1440,38;1434,78;1446,45;1434,47;;0,39%
08.11.2017;1434,78;1435,12;1438,28;1427,46;;-0,02%
07.11.2017;1435,12;1418,58;1435,12;1418,45;;1,17%
03.11.2017;1418,58;1425,88;1425,88;1414,59;;-0,51%
02.11.2017;1425,88;1439,81;1442,27;1422,46;;-0,97%
01.11.2017;1439,81;1424,58;1442,52;1424,58;;1,07%
31.10.2017;1424,58;1437,16;1437,68;1423,36;;-0,88%
30.10.2017;1437,16;1445,07;1450;1431,57;;-0,55%
27.10.2017;1445,07;1471,17;1471,17;1444,61;;-1,77%
26.10.2017;1471,17;1469,71;1478,83;1467,49;;0,10%
25.10.2017;1469,71;1460,35;1469,74;1457,15;;0,64%
24.10.2017;1460,35;1460,36;1465,85;1460,19;;0,00%
23.10.2017;1460,36;1464,99;1470,53;1459,82;;-0,32%
20.10.2017;1464,99;1469,15;1473,03;1464,92;;-0,28%
19.10.2017;1469,15;1478,76;1478,76;1469,15;;-0,65%
18.10.2017;1478,76;1480,99;1482,62;1477,71;;-0,15%
17.10.2017;1480,99;1486,35;1486,35;1477,4;;-0,36%
13.10.2017;1486,35;1484,69;1486,35;1480,82;;0,11%
12.10.2017;1484,69;1483,7;1485,03;1479,79;;0,07%
11.10.2017;1483,7;1486,06;1486,06;1479,48;;-0,16%
10.10.2017;1486,06;1484,05;1487,03;1482,1;;0,14%
09.10.2017;1484,05;1491,47;1491,47;1483,85;;-0,50%
06.10.2017;1491,47;1486,71;1491,47;1481,8;;0,32%
05.10.2017;1486,71;1484,12;1490,16;1482,88;;0,17%
04.10.2017;1484,12;1487,92;1488,15;1479,32;;-0,26%
03.10.2017;1487,92;1487,54;1488,95;1485,01;;0,03%
02.10.2017;1487,54;1487,52;1487,59;1483,01;;0,00%
29.09.2017;1487,52;1486,62;1487,52;1481,41;;0,06%
28.09.2017;1486,62;1487,26;1489,12;1486,23;;-0,04%
27.09.2017;1487,26;1481,21;1487,71;1480,96;;0,41%
26.09.2017;1481,21;1482,8;1483,2;1477,03;;-0,11%
25.09.2017;1482,8;1486,15;1488,91;1481,63;;-0,23%
22.09.2017;1486,15;1483,9;1489,63;1481,05;;0,15%
21.09.2017;1483,9;1486,49;1487,58;1482,95;;-0,17%
20.09.2017;1486,49;1495,48;1495,88;1483,05;;-0,60%
19.09.2017;1495,48;1496,87;1497,71;1490,96;;-0,09%
18.09.2017;1496,87;1492,96;1497,82;1489,62;;0,26%
15.09.2017;1492,96;1491,48;1495,92;1489,55;;0,10%
14.09.2017;1491,48;1491,96;1491,96;1486,08;;-0,03%
13.09.2017;1491,96;1493,78;1493,78;1488,57;;-0,12%
12.09.2017;1493,78;1505,09;1505,09;1486,87;;-0,75%
11.09.2017;1505,09;1499,58;1505,19;1498,87;;0,37%
08.09.2017;1499,58;1503,45;1504,77;1495,53;;-0,26%
07.09.2017;1503,45;1507,42;1507,46;1501,25;;-0,26%
06.09.2017;1507,42;1505,23;1508,94;1500,78;;0,15%
05.09.2017;1505,23;1501,38;1506,45;1495,94;;0,26%
04.09.2017;1501,38;1494,17;1503,76;1490,86;;0,48%
01.09.2017;1494,17;1482,27;1497,65;1480,31;;0,80%
31.08.2017;1482,27;1471,16;1483,86;1469,71;;0,76%
30.08.2017;1471,16;1477,89;1477,89;1470,73;;-0,46%
29.08.2017;1477,89;1475,67;1477,89;1471,46;;0,15%
28.08.2017;1475,67;1475,17;1475,79;1465,24;;0,03%
25.08.2017;1475,17;1477,41;1479,62;1471,6;;-0,15%
24.08.2017;1477,41;1481,24;1482,83;1470,1;;-0,26%
23.08.2017;1481,24;1482,77;1482,77;1473,66;;-0,10%
22.08.2017;1482,77;1477,21;1485,38;1474,7;;0,38%
18.08.2017;1477,21;1470,69;1477,56;1468,52;;0,44%
17.08.2017;1470,69;1468,3;1486,12;1465,1;;0,16%
16.08.2017;1468,3;1452,91;1474;1450,53;;1,06%
15.08.2017;1452,91;1462,44;1462,56;1448,95;;-0,65%
14.08.2017;1462,44;1463,07;1465,95;1457,55;;-0,04%
11.08.2017;1463,07;1463,54;1465,73;1452,76;;-0,03%
10.08.2017;1463,54;1470,32;1470,95;1455,62;;-0,46%
09.08.2017;1470,32;1469,79;1472,39;1462,04;;0,04%
08.08.2017;1469,79;1476,47;1476,47;1465,81;;-0,45%
04.08.2017;1476,47;1477,95;1479,26;1476;;-0,10%
03.08.2017;1477,95;1481,05;1482,14;1475,85;;-0,21%
02.08.2017;1481,05;1478,09;1481,05;1475,9;;0,20%
01.08.2017;1478,09;1481,37;1483,38;1476,91;;-0,22%
31.07.2017;1481,37;1486,79;1486,79;1473,13;;-0,36%
28.07.2017;1486,79;1479,75;1486,79;1472,87;;0,48%
27.07.2017;1479,75;1473,63;1482,24;1471,19;;0,42%
26.07.2017;1473,63;1476,1;1476,72;1470,18;;-0,17%
25.07.2017;1476,1;1475,84;1482,73;1473,48;;0,02%
24.07.2017;1475,84;1471,34;1475,95;1463,62;;0,31%
21.07.2017;1471,34;1468,63;1471,48;1466,43;;0,18%
19.07.2017;1468,63;1479,95;1480,34;1467,7;;-0,76%
18.07.2017;1479,95;1487,54;1487,54;1474,46;;-0,51%
17.07.2017;1487,54;1487,8;1488,74;1483,53;;-0,02%
14.07.2017;1487,8;1492,09;1492,09;1479,97;;-0,29%
13.07.2017;1492,09;1490,01;1492,21;1485,77;;0,14%
12.07.2017;1490,01;1474,7;1490,58;1467,17;;1,04%
11.07.2017;1474,7;1467,37;1475,04;1458,61;;0,50%
10.07.2017;1467,37;1470,32;1471,87;1465,93;;-0,20%
07.07.2017;1470,32;1481,32;1481,32;1463,3;;-0,74%
06.07.2017;1481,32;1480,52;1490,56;1476,53;;0,05%
05.07.2017;1480,52;1475,15;1480,52;1467,96;;0,36%
04.07.2017;1475,15;1462,9;1475,5;1459,13;;0,84%
30.06.2017;1462,9;1458,71;1463,25;1452,37;;0,29%
29.06.2017;1458,71;1449,22;1458,71;1448,95;;0,65%
28.06.2017;1449,22;1437,72;1452,45;1436,19;;0,80%
27.06.2017;1437,72;1435,12;1441,49;1429,73;;0,18%
23.06.2017;1435,12;1435,57;1436,28;1428,66;;-0,03%
22.06.2017;1435,57;1436,7;1441,99;1430,06;;-0,08%
21.06.2017;1436,7;1450,82;1450,82;1431,2;;-0,97%
20.06.2017;1450,82;1464,77;1467,9;1450,71;;-0,95%
16.06.2017;1464,77;1456,39;1465,68;1455,73;;0,58%
15.06.2017;1456,39;1456,73;1458,92;1449,52;;-0,02%
14.06.2017;1456,73;1450,43;1456,73;1448,95;;0,43%
13.06.2017;1450,43;1446,91;1451,47;1443,51;;0,24%
12.06.2017;1446,91;1450,45;1452,42;1443,37;;-0,24%
09.06.2017;1450,45;1450,26;1450,45;1443,99;;0,01%
08.06.2017;1450,26;1451,37;1454,35;1447,26;;-0,08%
07.06.2017;1451,37;1456,53;1457,7;1449,65;;-0,35%
06.06.2017;1456,53;1445,06;1456,53;1441,85;;0,79%
05.06.2017;1445,06;1441,81;1445,24;1439,01;;0,23%
02.06.2017;1441,81;1442,83;1442,83;1437,1;;-0,07%
01.06.2017;1442,83;1439,48;1443,83;1434,74;;0,23%
31.05.2017;1439,48;1444,09;1444,49;1428,64;;-0,32%
30.05.2017;1444,09;1448,93;1448,93;1440,4;;-0,33%
26.05.2017;1448,93;1444,39;1451,04;1442,51;;0,31%
25.05.2017;1444,39;1446,19;1446,19;1441,93;;-0,12%
24.05.2017;1446,19;1444,14;1449,37;1441,44;;0,14%
23.05.2017;1444,14;1436,81;1446,31;1435,99;;0,51%
22.05.2017;1436,81;1436,19;1441,87;1434,62;;0,04%
19.05.2017;1436,19;1429,41;1451,05;1429,3;;0,47%
18.05.2017;1429,41;1437,84;1437,84;1420,53;;-0,59%
17.05.2017;1437,84;1449,37;1449,72;1434,39;;-0,80%
16.05.2017;1449,37;1458,09;1461,14;1447,17;;-0,60%
15.05.2017;1458,09;1443,56;1460,9;1443,56;;1,01%
12.05.2017;1443,56;1421,84;1445,3;1420,49;;1,53%
11.05.2017;1421,84;1414,84;1423,49;1412,58;;0,49%
10.05.2017;1414,84;1407,13;1414,87;1397,75;;0,55%
09.05.2017;1407,13;1403,19;1413,09;1398,49;;0,28%
08.05.2017;1403,19;1384,92;1404,65;1384,92;;1,32%
05.05.2017;1384,92;1376,63;1386,73;1376,23;;0,60%
04.05.2017;1376,63;1370,13;1376,63;1368,26;;0,47%
03.05.2017;1370,13;1373,17;1373,95;1367,98;;-0,22%
02.05.2017;1373,17;1371,54;1376,31;1370,46;;0,12%
28.04.2017;1371,54;1362,45;1372,75;1360,32;;0,67%
27.04.2017;1362,45;1374,66;1374,75;1362,45;;-0,89%
26.04.2017;1374,66;1372,42;1377,89;1367,13;;0,16%
25.04.2017;1372,42;1366,49;1372,75;1363,51;;0,43%
24.04.2017;1366,49;1362,33;1366,49;1360,89;;0,31%
21.04.2017;1362,33;1363,34;1363,61;1357,74;;-0,07%
20.04.2017;1363,34;1363,44;1364,73;1361,13;;-0,01%
19.04.2017;1363,44;1371,75;1371,75;1360,31;;-0,61%
18.04.2017;1371,75;1371,98;1371,98;1364,91;;-0,02%
17.04.2017;1371,98;1378,28;1378,28;1365,34;;-0,46%
12.04.2017;1378,28;1374,43;1379,63;1371,9;;0,28%
11.04.2017;1374,43;1375,9;1376,86;1368,99;;-0,11%
10.04.2017;1375,9;1368,98;1375,96;1367,55;;0,51%
07.04.2017;1368,98;1370,05;1372,53;1366,7;;-0,08%
06.04.2017;1370,05;1371,46;1371,85;1366,33;;-0,10%
05.04.2017;1371,46;1368,12;1375,73;1363,25;;0,24%
04.04.2017;1368,12;1368,39;1368,42;1361,72;;-0,02%
03.04.2017;1368,39;1365,61;1368,39;1361,14;;0,20%
31.03.2017;1365,61;1369,88;1369,88;1363,47;;-0,31%
30.03.2017;1369,88;1364,61;1372,01;1363,11;;0,39%
29.03.2017;1364,61;1363,61;1364,61;1358,05;;0,07%
28.03.2017;1363,61;1356,01;1363,73;1355,07;;0,56%
27.03.2017;1356,01;1355,53;1356,01;1347,65;;0,04%
24.03.2017;1355,53;1359,19;1359,95;1351,51;;-0,27%
23.03.2017;1359,19;1351,16;1359,84;1349,02;;0,59%
22.03.2017;1351,16;1343,97;1351,16;1339,95;;0,53%
21.03.2017;1343,97;1337,29;1346,78;1336,62;;0,50%
17.03.2017;1337,29;1342,21;1346,47;1337,29;;-0,37%
16.03.2017;1342,21;1329,96;1342,21;1327,64;;0,92%
15.03.2017;1329,96;1317,98;1330,49;1315,84;;0,91%
14.03.2017;1317,98;1342,42;1342,42;1317,98;;-1,82%
13.03.2017;1342,42;1335,67;1342,42;1334,48;;0,51%
10.03.2017;1335,67;1330,35;1337,37;1324,6;;0,40%
09.03.2017;1330,35;1324,54;1330,59;1321,07;;0,44%
08.03.2017;1324,54;1332,81;1334,61;1324,13;;-0,62%
07.03.2017;1332,81;1334,02;1334,68;1329,06;;-0,09%
06.03.2017;1334,02;1329,58;1334,02;1322,99;;0,33%
03.03.2017;1329,58;1326,81;1331,14;1323,76;;0,21%
02.03.2017;1326,81;1328,63;1330,31;1323,52;;-0,14%
01.03.2017;1328,63;1326,31;1334,3;1325,96;;0,17%
28.02.2017;1326,31;1334,45;1335,11;1324,87;;-0,61%
27.02.2017;1334,45;1333,57;1334,45;1331,1;;0,07%
24.02.2017;1333,57;1341,65;1341,65;1331,93;;-0,60%
23.02.2017;1341,65;1331,2;1342,77;1331,2;;0,79%
22.02.2017;1331,2;1336,52;1336,61;1328,07;;-0,40%
21.02.2017;1336,52;1340,99;1341,98;1333,72;;-0,33%
20.02.2017;1340,99;1341,83;1341,96;1338;;-0,06%
17.02.2017;1341,83;1344,46;1344,71;1337,95;;-0,20%
16.02.2017;1344,46;1334,88;1349,77;1334,33;;0,72%
15.02.2017;1334,88;1320,97;1336,56;1319,48;;1,05%
14.02.2017;1320,97;1351,36;1351,36;1317,32;;-2,25%
13.02.2017;1351,36;1347,4;1351,36;1340,05;;0,29%
10.02.2017;1347,4;1345,97;1351,25;1344,67;;0,11%
09.02.2017;1345,97;1350,27;1352,13;1345,97;;-0,32%
08.02.2017;1350,27;1360,65;1360,65;1349,8;;-0,76%
07.02.2017;1360,65;1367,92;1367,92;1358,86;;-0,53%
06.02.2017;1367,92;1369,79;1370,97;1365,61;;-0,14%
03.02.2017;1369,79;1366,79;1369,85;1361,63;;0,22%
02.02.2017;1366,79;1357,83;1367,65;1353,72;;0,66%
01.02.2017;1357,83;1357,47;1360,04;1354,24;;0,03%
31.01.2017;1357,47;1364,9;1365,29;1356,29;;-0,54%
30.01.2017;1364,9;1372,59;1372,59;1361,7;;-0,56%
27.01.2017;1372,59;1371,38;1377,78;1369,1;;0,09%
26.01.2017;1371,38;1365,24;1371,39;1363,82;;0,45%
25.01.2017;1365,24;1366,91;1368,29;1363,5;;-0,12%
24.01.2017;1366,91;1355,43;1367,32;1355,02;;0,85%
23.01.2017;1355,43;1354,35;1355,76;1346,19;;0,08%
20.01.2017;1354,35;1359,6;1360,36;1352,43;;-0,39%
19.01.2017;1359,6;1360,54;1363,32;1353,89;;-0,07%
18.01.2017;1360,54;1361,48;1362,08;1355,24;;-0,07%
17.01.2017;1361,48;1361,05;1365,76;1358,7;;0,03%
16.01.2017;1361,05;1369,62;1369,78;1360,25;;-0,63%
13.01.2017;1369,62;1369,64;1370,15;1360,43;;0,00%
12.01.2017;1369,64;1375,14;1377,27;1368,73;;-0,40%
11.01.2017;1375,14;1372,5;1377,62;1369,23;;0,19%
10.01.2017;1372,5;1374,08;1376,14;1367,39;;-0,11%
06.01.2017;1374,08;1377,88;1378,23;1370,62;;-0,28%
05.01.2017;1377,88;1373,04;1377,88;1370;;0,35%
04.01.2017;1373,04;1354,82;1373,04;1353,93;;1,34%
03.01.2017;1354,82;1345,89;1355,69;1345,89;;0,66%
02.01.2017;1345,89;1351,68;1351,68;1341,61;;-0,43%
29.12.2016;1351,68;1353,65;1353,65;1348,37;;-0,15%
28.12.2016;1353,65;1339,06;1354,15;1338,95;;1,09%
27.12.2016;1339,06;1341,31;1343,21;1338,04;;-0,17%
26.12.2016;1341,31;1330,31;1342,7;1330,26;;0,83%
23.12.2016;1330,31;1340,06;1341,57;1329,46;;-0,73%
22.12.2016;1340,06;1342,25;1343,23;1336,53;;-0,16%
21.12.2016;1342,25;1345,87;1348,15;1341,83;;-0,27%
20.12.2016;1345,87;1340,08;1347,21;1338,58;;0,43%
19.12.2016;1340,08;1341,58;1342,83;1336,52;;-0,11%
16.12.2016;1341,58;1339,89;1344,96;1337,09;;0,13%
15.12.2016;1339,89;1325,78;1339,92;1322,19;;1,06%
14.12.2016;1325,78;1335,46;1335,46;1325,19;;-0,72%
13.12.2016;1335,46;1323,19;1335,49;1323,19;;0,93%
12.12.2016;1323,19;1324,8;1327,46;1319,69;;-0,12%
09.12.2016;1324,8;1314,38;1324,8;1312,04;;0,79%
07.12.2016;1314,38;1316,82;1317,73;1312,15;;-0,19%
06.12.2016;1316,82;1314,74;1317,42;1312,57;;0,16%
05.12.2016;1314,74;1306,56;1317,41;1305,2;;0,63%
02.12.2016;1306,56;1297,33;1308,64;1296,52;;0,71%
01.12.2016;1297,33;1286,07;1300,96;1286,07;;0,88%
30.11.2016;1286,07;1271,11;1288,88;1271,11;;1,18%
29.11.2016;1271,11;1289,97;1289,97;1270,79;;-1,46%
28.11.2016;1289,97;1295,67;1299,95;1289,8;;-0,44%
25.11.2016;1295,67;1308,94;1309,27;1294,96;;-1,01%
24.11.2016;1308,94;1308,87;1309,36;1305,95;;0,01%
23.11.2016;1308,87;1307,21;1309,79;1300,91;;0,13%
22.11.2016;1307,21;1312,87;1312,87;1299,63;;-0,43%
21.11.2016;1312,87;1307,44;1314,38;1307,44;;0,42%
18.11.2016;1307,44;1305,81;1311,81;1305,56;;0,12%
17.11.2016;1305,81;1300,09;1309,06;1300,09;;0,44%
16.11.2016;1300,09;1297,07;1300,48;1292,91;;0,23%
15.11.2016;1297,07;1299,03;1303,39;1291,78;;-0,15%
11.11.2016;1299,03;1319,51;1319,51;1292,93;;-1,55%
10.11.2016;1319,51;1354,68;1357,61;1319,51;;-2,60%
09.11.2016;1354,68;1354,91;1360,6;1347,79;;-0,02%
08.11.2016;1354,91;1345,66;1358,52;1345,66;;0,69%
04.11.2016;1345,66;1356,01;1356,63;1345,66;;-0,76%
03.11.2016;1356,01;1368,45;1370,78;1355,81;;-0,91%
02.11.2016;1368,45;1370,75;1375,56;1367,48;;-0,17%
01.11.2016;1370,75;1365,53;1371,74;1365,53;;0,38%
31.10.2016;1365,53;1360,96;1367,08;1357,84;;0,34%
28.10.2016;1360,96;1359,7;1360,96;1357,21;;0,09%
27.10.2016;1359,7;1357,49;1359,7;1352,19;;0,16%
26.10.2016;1357,49;1356,98;1358,7;1353,62;;0,04%
25.10.2016;1356,98;1359,2;1362,65;1356,98;;-0,16%
24.10.2016;1359,2;1362,97;1364,62;1357,28;;-0,28%
21.10.2016;1362,97;1361,15;1362,98;1358,59;;0,13%
20.10.2016;1361,15;1364,02;1364,02;1358,84;;-0,21%
19.10.2016;1364,02;1355,72;1367,73;1355,72;;0,61%
18.10.2016;1355,72;1346,07;1355,78;1344,96;;0,72%
14.10.2016;1346,07;1354,4;1354,4;1343,6;;-0,62%
13.10.2016;1354,4;1354,61;1354,72;1346,94;;-0,02%
12.10.2016;1354,61;1358,07;1358,46;1351,81;;-0,25%
11.10.2016;1358,07;1350,33;1358,07;1346,66;;0,57%
10.10.2016;1350,33;1348,2;1350,48;1346,56;;0,16%
07.10.2016;1348,2;1343,44;1348,32;1342,83;;0,35%
06.10.2016;1343,44;1341,33;1343,49;1338,28;;0,16%
05.10.2016;1341,33;1335,1;1342,88;1334,24;;0,47%
04.10.2016;1335,1;1330,57;1335,1;1327,85;;0,34%
03.10.2016;1330,57;1338,83;1338,83;1320,9;;-0,62%
30.09.2016;1338,83;1345;1352,64;1338,83;;-0,46%
29.09.2016;1345;1354,98;1354,98;1341,3;;-0,74%
28.09.2016;1354,98;1333,85;1354,98;1333,85;;1,58%
27.09.2016;1333,85;1346,67;1346,67;1327,09;;-0,95%
26.09.2016;1346,67;1351,6;1352,38;1337,27;;-0,36%
23.09.2016;1351,6;1358,03;1359,64;1346,94;;-0,47%
22.09.2016;1358,03;1341,29;1358,03;1341,29;;1,25%
21.09.2016;1341,29;1341,36;1342,69;1337,09;;-0,01%
20.09.2016;1341,36;1354,67;1354,67;1338,32;;-0,98%
19.09.2016;1354,67;1354,63;1363,46;1353,42;;0,00%
16.09.2016;1354,63;1373,44;1373,44;1350,3;;-1,37%
15.09.2016;1373,44;1373,22;1375,21;1370,82;;0,02%
14.09.2016;1373,22;1367,18;1380,03;1362,77;;0,44%
13.09.2016;1367,18;1386,73;1386,73;1365,36;;-1,41%
12.09.2016;1386,73;1397,9;1398,16;1386,6;;-0,80%
09.09.2016;1397,9;1416,16;1416,16;1397,11;;-1,29%
08.09.2016;1416,16;1417,57;1419,33;1409,2;;-0,10%
07.09.2016;1417,57;1402,83;1418,1;1398,77;;1,05%
06.09.2016;1402,83;1397,92;1402,83;1393,34;;0,35%
05.09.2016;1397,92;1394,38;1399,98;1389,77;;0,25%
02.09.2016;1394,38;1379,41;1395,61;1378,55;;1,09%
01.09.2016;1379,41;1380,18;1381,83;1371,39;;-0,06%
31.08.2016;1380,18;1373,85;1383,15;1373,41;;0,46%
30.08.2016;1373,85;1371,99;1377,64;1371,2;;0,14%
29.08.2016;1371,99;1373,42;1375,09;1369,69;;-0,10%
26.08.2016;1373,42;1370,82;1375,58;1367,75;;0,19%
25.08.2016;1370,82;1369,65;1375,68;1367,69;;0,09%
24.08.2016;1369,65;1358,62;1369,82;1355,88;;0,81%
23.08.2016;1358,62;1349,21;1358,62;1347,24;;0,70%
22.08.2016;1349,21;1347,23;1351,68;1343,31;;-0,04%
19.08.2016;1349,79;1348,01;1352,92;1344,26;;0,13%
18.08.2016;1348,01;1348,89;1349,35;1345,13;;-0,07%
17.08.2016;1348,89;1342,69;1348,89;1337,81;;0,46%
16.08.2016;1342,69;1323,66;1342,81;1323,65;;1,44%
12.08.2016;1323,66;1327,89;1327,89;1318,98;;-0,32%
11.08.2016;1327,89;1322,33;1327,89;1319,36;;0,42%
10.08.2016;1322,33;1323,93;1324,29;1318,45;;-0,12%
09.08.2016;1323,93;1314,34;1323,93;1311,23;;0,73%
08.08.2016;1314,34;1309,48;1314,34;1308,37;;0,37%
05.08.2016;1309,48;1307,59;1309,53;1304,45;;0,14%
04.08.2016;1307,59;1304,62;1308,03;1303,15;;0,23%
03.08.2016;1304,62;1303,35;1309,64;1302;;0,10%
02.08.2016;1303,35;1306,02;1307,3;1299,36;;-0,20%
01.08.2016;1306,02;1308,22;1311,22;1300,87;;-0,17%
29.07.2016;1308,22;1317,44;1317,44;1308,11;;-0,70%
28.07.2016;1317,44;1321,65;1321,65;1313,51;;-0,32%
27.07.2016;1321,65;1315,69;1323,36;1313,53;;0,45%
26.07.2016;1315,69;1323,41;1324,36;1315,69;;-0,58%
25.07.2016;1323,41;1332,85;1333,38;1321,23;;-0,71%
22.07.2016;1332,85;1328,61;1332,97;1326,24;;0,32%
21.07.2016;1328,61;1337,8;1339,2;1326,05;;-0,69%
19.07.2016;1337,8;1339;1339;1332,68;;-0,09%
